glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a,temp_usv,glyphsapp_name,to_review
FemOrdIndicator.SngStory,ordfeminine.SngStory,1010.2214,1010.2214,ss01,,,00AA,,,ordfeminine.SngStory,
LtnSmAAcute.2StorySItal,aacute.2StorySItal,1010.31111,1010.31111,ss05,ss05,,00E1,00E1,,aacute.2StorySItal,
LtnSmAGrave.2StorySItal,agrave.2StorySItal,1010.31311,1010.31311,ss05,ss05,,00E0,00E0,,agrave.2StorySItal,
LtnSmADblGrave.2StorySItal,uni0201.2StorySItal,1010.31411,1010.31411,ss05,ss05,,0201,0201,,adblgrave.2StorySItal,
LtnSmACircum.2StorySItal,acircumflex.2StorySItal,1010.3211,1010.3211,ss05,ss05,,00E2,00E2,,acircumflex.2StorySItal,
LtnSmACircumDotBlw.2StorySItal,uni1EAD.2StorySItal,1010.32111,1010.32111,ss05,ss05,,1EAD,1EAD,,acircumflexdotbelow.2StorySItal,
LtnSmAInvBreve.2StorySItal,uni0203.2StorySItal,1010.33111,1010.33111,ss05,ss05,,0203,0203,,ainvertedbreve.2StorySItal,
LtnSmABreve.2StorySItal,abreve.2StorySItal,1010.33211,1010.33211,ss05,ss05,,0103,0103,,abreve.2StorySItal,
LtnSmABreveDotBlw.2StorySItal,uni1EB7.2StorySItal,1010.332111,1010.332111,ss05,ss05,,1EB7,1EB7,,abrevedotbelow.2StorySItal,
LtnSmABreveAcute.2StorySItal,uni1EAF.2StorySItal,1010.332311,1010.332311,ss05,ss05,,1EAF,1EAF,,abreveacute.2StorySItal,
LtnSmABreveGrave.2StorySItal,uni1EB1.2StorySItal,1010.332313,1010.332313,ss05,ss05,,1EB1,1EB1,,abrevegrave.2StorySItal,
LtnSmABreveTilde.2StorySItal,uni1EB5.2StorySItal,1010.332341,1010.332341,ss05,ss05,,1EB5,1EB5,,abrevetilde.2StorySItal,
LtnSmABreveHookAbv.2StorySItal,uni1EB3.2StorySItal,1010.332381,1010.332381,ss05,ss05,,1EB3,1EB3,,abrevehookabove.2StorySItal,
LtnSmACaron.2StorySItal,uni01CE.2StorySItal,1010.33411,1010.33411,ss05,ss05,,01CE,01CE,,acaron.2StorySItal,
LtnSmAMacron.2StorySItal,amacron.2StorySItal,1010.3511,1010.3511,ss05,ss05,,0101,0101,,amacron.2StorySItal,
LtnSmADiaer.2StorySItal,adieresis.2StorySItal,1010.3611,1010.3611,ss05,ss05,,00E4,00E4,,adieresis.2StorySItal,
LtnSmADiaerMacron.2StorySItal,uni01DF.2StorySItal,1010.363511,1010.363511,ss05,ss05,,01DF,01DF,,adieresismacron.2StorySItal,
LtnSmADotAbv.2StorySItal,uni0227.2StorySItal,1010.37111,1010.37111,ss05,ss05,,0227,0227,,adotaccent.2StorySItal,
LtnSmADotAbvMacron.2StorySItal,uni01E1.2StorySItal,1010.371351,1010.371351,ss05,ss05,,01E1,01E1,,adotmacron.2StorySItal,
LtnSmARingAbv.2StorySItal,aring.2StorySItal,1010.37311,1010.37311,ss05,ss05,,00E5,00E5,,aring.2StorySItal,
LtnSmARingAbvAcute.2StorySItal,aringacute.2StorySItal,1010.373331,1010.373331,ss05,ss05,,01FB,01FB,,aringacute.2StorySItal,
LtnSmARtHalfRing.2StorySItal,uni1E9A.2StorySItal,1010.374,1010.374,ss05,ss05,,1E9A,1E9A,,arighthalfring.2StorySItal,
LtnSmAHookAbv.2StorySItal,uni1EA3.2StorySItal,1010.3811,1010.3811,ss05,ss05,,1EA3,1EA3,,ahookabove.2StorySItal,
LtnSmARingBlw.2StorySItal,uni1E01.2StorySItal,1010.47311,1010.47311,ss05,ss05,,1E01,1E01,,aringbelow.2StorySItal,
LtnSmAOgonek.2StorySItal,aogonek.2StorySItal,1010.5462,1010.5462,ss05,ss05,,0105,0105,,aogonek.2StorySItal,
LtnSmAOgonek.2StorySItal.RetroHook,aogonek.2StorySItal.RetroHook,1010.5463,1010.5463,cv76,cv76,,0105,0105,,aogonek.2StorySItal.RetroHook,
LtnSmAlphaRetrHook,uni1D90,1010.64,1010.64,,,,,,1D90,alpharetroflexhook,
LtnSmInvAlpha,uniAB64,1012.1,1012.1,,,,,,AB64,alphainverted-latin,
LtnSmTurnedAlpha,uni0252,1015.1,1015.1,,,,,,0252,alphaturned-latin,
LtnSupSmTurnedAlpha,uni1D9B,1015.22,1015.22,,,,,,1D9B,alphaturnedmod-latin,
LtnSmAe.2StorySItal,ae.2StorySItal,1020.11,1020.11,ss05,ss05,,00E6,00E6,,ae.2StorySItal,
CySmLigAIe,uni04D5,1020.15,1020.15,,,,,,04D5,aie-cy,
LtnSupSmAe,u10783,1020.22,1020.22,,,,,,10783,aemod,
LtnSmAeAcute,aeacute,1020.311,1020.311,,,,,,01FD,aeacute,
LtnSmAeAcute.2StorySItal,aeacute.2StorySItal,1020.31111,1020.31111,ss05,ss05,,01FD,01FD,,aeacute.2StorySItal,
LtnSmAeMacron,uni01E3,1020.35,1020.35,,,,,,01E3,aemacron,
LtnSmAeMacron.2StorySItal,uni01E3.2StorySItal,1020.3511,1020.3511,ss05,ss05,,01E3,01E3,,aemacron.2StorySItal,
LtnSmTrndAe,uni1D02,1025.1,1025.1,,,,,,1D02,aeTurned,
ModSmTrndAe,uni1D46,1025.22,1025.22,,,,,,1D46,aeTurnedmod,
GrSmAlpha,alpha,1030.1,1030.1,,,,,,03B1,alpha,
CyCapA,uni0410,1050.15,1050.15,,,,,,0410,A-cy,
GrCapAlpha,Alpha,1050.16,1050.16,,,,,,0391,Alpha,NotInUfo
ModCapA,uni1D2C,1050.23,1050.23,,,,,,1D2C,Amod,
LtnSmCapA,uni1D00,1050.26,1050.26,,,,,,1D00,Asmall,
LtnCapADblGrave,uni0200,1050.314,1050.314,,,,,,0200,Adblgrave,
LtnCapACircumAcute,uni1EA4,1050.32311,1050.32311,,,,,,1EA4,Acircumflexacute,
LtnCapACircumAcute.VN,uni1EA4.VN,1050.323111,1050.323111,cv75,cv75,,1EA4,1EA4,,Acircumflexacute.VN,
LtnCapACircumGrave,uni1EA6,1050.32313,1050.32313,,,,,,1EA6,Acircumflexgrave,
LtnCapACircumGrave.VN,uni1EA6.VN,1050.323131,1050.323131,cv75,cv75,,1EA6,1EA6,,Acircumflexgrave.VN,
LtnCapACircumTilde,uni1EAA,1050.3234,1050.3234,,,,,,1EAA,Acircumflextilde,
LtnCapACircumTilde.VN,uni1EAA.VN,1050.32341,1050.32341,cv75,cv75,,1EAA,1EAA,,Acircumflextilde.VN,
LtnCapACircumHookAbv,uni1EA8,1050.3238,1050.3238,,,,,,1EA8,Acircumflexhookabove,
LtnCapACircumHookAbv.VN,uni1EA8.VN,1050.32381,1050.32381,cv75,cv75,,1EA8,1EA8,,Acircumflexhookabove.VN,
LtnCapACircumDotBlw,uni1EAC,1050.32471,1050.32471,,,,,,1EAC,Acircumflexdotbelow,
LtnCapAInvBreve,uni0202,1050.331,1050.331,,,,,,0202,Ainvertedbreve,
LtnCapABreve,Abreve,1050.332,1050.332,,,,,,0102,Abreve,
LtnCapABreveAcute,uni1EAE,1050.332311,1050.332311,,,,,,1EAE,Abreveacute,
LtnCapABreveAcute.VN,uni1EAE.VN,1050.332312,1050.332312,cv75,cv75,,1EAE,1EAE,,Abreveacute.VN,
LtnCapABreveGrave,uni1EB0,1050.332313,1050.332313,,,,,,1EB0,Abrevegrave,
LtnCapABreveGrave.VN,uni1EB0.VN,1050.332314,1050.332314,cv75,cv75,,1EB0,1EB0,,Abrevegrave.VN,
LtnCapABreveTilde,uni1EB4,1050.33234,1050.33234,,,,,,1EB4,Abrevetilde,
LtnCapABreveTilde.VN,uni1EB4.VN,1050.332341,1050.332341,cv75,cv75,,1EB4,1EB4,,Abrevetilde.VN,
LtnCapABreveHookAbv,uni1EB2,1050.33238,1050.33238,,,,,,1EB2,Abrevehookabove,
LtnCapABreveHookAbv.VN,uni1EB2.VN,1050.332381,1050.332381,cv75,cv75,,1EB2,1EB2,,Abrevehookabove.VN,
LtnCapABreveDotBlw,uni1EB6,1050.332471,1050.332471,,,,,,1EB6,Abrevedotbelow,
CyCapABreve,uni04D0,1050.333,1050.333,,,,,,04D0,Abreve-cy,
LtnCapACaron,uni01CD,1050.334,1050.334,,,,,,01CD,Acaron,
LtnCapAMacron,Amacron,1050.35,1050.35,,,,,,0100,Amacron,
CyCapADiaer,uni04D2,1050.361,1050.361,,,,,,04D2,Adieresis-cy,
LtnCapADiaerMacron,uni01DE,1050.3635,1050.3635,,,,,,01DE,Adieresismacron,
LtnCapADotAbv,uni0226,1050.371,1050.371,,,,,,0226,Adotaccent,
LtnCapADotAbvMacron,uni01E0,1050.37135,1050.37135,,,,,,01E0,Adotmacron,
LtnCapARingAbvAcute,Aringacute,1050.373311,1050.373311,,,,,,01FA,Aringacute,
LtnCapAHookAbv,uni1EA2,1050.38,1050.38,,,,,,1EA2,Ahookabove,
LtnCapAEgAlef,uniA7BA,1050.39,1050.39,,,,,,A7BA,Aglottal,
LtnCapADotBlw,uni1EA0,1050.471,1050.471,,,,,,1EA0,Adotbelow,
LtnCapARingBlw,uni1E00,1050.473,1050.473,,,,,,1E00,Aringbelow,
LtnCapAOgonek,Aogonek,1050.62,1050.62,,,,,,0104,Aogonek,
LtnCapAOgonek.RetroHook,Aogonek.RetroHook,1050.63,1050.63,cv76,cv76,,0104,0104,,Aogonek.RetroHook,
LtnCapAStrk,uni023A,1050.75,1050.75,,,,,,023A,Astroke,
LtnCapACirc,uni24B6,1050.9,1050.9,,,,,,24B6,A.circled,
LtnCapTurnedA,uni2C6F,1051.1,1051.1,,,,,,2C6F,Aturned,
LtnCapAODigraph,uniA734,1052.1,1052.1,,,,,,A734,Ao,
LtnCapAADigraph,uniA732,1053.1,1053.1,,,,,,A732,AA,
ModSmCapAADigraph,u10780,1053.2623,1053.2623,,,,,,10780,AAmod,
LtnCapAUDigraph,uniA736,1054.1,1054.1,,,,,,A736,Au,
LtnCapAVDigraph,uniA738,1055.1,1055.1,,,,,,A738,Av,
LtnCapAVDigraphStrk,uniA73A,1055.75,1055.75,,,,,,A73A,AVhorizontalbar,
LtnCapAYDigraph,uniA73C,1056.1,1056.1,,,,,,A73C,AY,
AustralSign,uni20B3,1059.1,1059.1,,,,,,20B3,austral,
LtnCapSmAlpha,uni2C6D,1060.1,1060.1,,,,,,2C6D,Alpha-latin,
LtnCapSmTurnedAlpha,uni2C70,1065.1,1065.1,,,,,,2C70,Alphaturned-latin,
CyCapLigAIe,uni04D4,1070.15,1070.15,,,,,,04D4,Aie-cy,
ModCapAe,uni1D2D,1070.23,1070.23,,,,,,1D2D,AEModifier,
LtnSmCapAe,uni1D01,1070.26,1070.26,,,,,,1D01,AEsmall,
LtnCapAeAcute,AEacute,1070.311,1070.311,,,,,,01FC,AEacute,
LtnCapAeMacron,uni01E2,1070.35,1070.35,,,,,,01E2,AEmacron,
MathFrktCapA,u1D504,1080.1,1080.1,,,,,,1D504,A-fraktur,
LtnSupSmB,uni1D47,1100.22,1100.22,,,,,,1D47,bmod,
LtnSmBDotAbv,uni1E03,1100.371,1100.371,,,,,,1E03,bdotaccent,
LtnSmBLineBlw,uni1E07,1100.45,1100.45,,,,,,1E07,bmacronbelow,
LtnSmBDotBlw,uni1E05,1100.471,1100.471,,,,,,1E05,bdotbelow,
LtnSmBPalHook,uni1D80,1100.65,1100.65,,,,,,1D80,bpalatalhook,
LtnSmBBarredStem.BarBowl,uni0180.BarBowl,1100.71,1100.71,ss04,ss04,,0180,0180,,bstroke.BarBowl,
LtnSmBBarredStem,uni0180,1100.72,1100.72,,,,,,0180,bstroke,
LtnSmBMiddleTilde,uni1D6C,1100.74,1100.74,,,,,,1D6C,bmiddletilde,
LtnSmBHook,uni0253,1100.81,1100.81,,,,,,0253,bhook,
ModSmBHook,u10785,1100.8123,1100.8123,,,,,,10785,bhookmod,
LtnSmBHook.TopBar,uni0253.TopBar,1100.82,1100.82,cv13,cv13,,0253,0253,,bhook.TopBar,
LtnSmBLftHook,uniF26D,1100.83,1100.83,,,,,,,,NotInGlyphsApp
LtnSmBLftMidHook,uniA797,1100.835,1100.835,,,,,,A797,bFlourish,
LtnSmTnSix,uni0185,1100.84,1100.84,,,,,,0185,tonesix,
LtnSmBTopbar,uni0183,1100.85,1100.85,,,,,,0183,btopbar,
CySmBe,uni0431,1110.1,1110.1,,,,,,0431,be-cy,
CySubSmBe,u1E052,1110.12,1110.12,,,,,,1E052,besubscript-cy,
ModCySmBe,u1E031,1110.13,1110.13,,,,,,1E031,bemod-cy,
CySmBe.Serb,uni0431.Serb,1110.15,1110.15,cv84,cv84,,0431,0431,,be-cy.Serb,
CySubSmBe.Serb,u1E052.Serb,1110.152,1110.152,cv84,cv84,,1E052,1E052,,besubscript-cy.Serb,
ModCySmBe.Serb,u1E031.Serb,1110.153,1110.153,cv84,cv84,,1E031,1E031,,bemod-cy.Serb,
CySmSoftSgn,uni044C,1120.1,1120.1,,,,,,044C,softsign-cy,
ModCySmSoftSgn,uniA69D,1120.13,1120.13,,,,,,A69D,modifiersoftsign-cy,
CySmSemisoftSgn,uni048D,1120.2,1120.2,,,,,,048D,semisoftsign-cy,
CySmHardSgn,uni044A,1120.3,1120.3,,,,,,044A,hardsign-cy,
CySubSmHardSgn,u1E065,1120.31,1120.31,,,,,,1E065,hardsignsubscript-cy,
ModCySmHardSgn,uniA69C,1120.33,1120.33,,,,,,A69C,modifierhardsign-cy,
CySmYat,uni0463,1120.4,1120.4,,,,,,0463,yat-cy,
CySmYeru,uni044B,1120.5,1120.5,,,,,,044B,yeru-cy,
CySubSmYeru,u1E066,1120.51,1120.51,,,,,,1E066,yerusubscript-cy,
ModCySmYeru,u1E047,1120.52,1120.52,,,,,,1E047,yerumod-cy,
CySmYeruDiaer,uni04F9,1120.6,1120.6,,,,,,04F9,yerudieresis-cy,
CySmVe,uni0432,1120.7,1120.7,,,,,,0432,ve-cy,
CySubSmVe,u1E053,1120.71,1120.71,,,,,,1E053,vesubscript-cy,
ModCySmVe,u1E032,1120.72,1120.72,,,,,,1E032,vemod-cy,
CyCapVe,uni0412,1150.15,1150.15,,,,,,0412,Ve-cy,
GrCapBeta,Beta,1150.16,1150.16,,,,,,0392,Beta,NotInUfo
ModCapB,uni1D2E,1150.23,1150.23,,,,,,1D2E,Bmod,
LtnSmCapB,uni0299,1150.26,1150.26,,,,,,0299,Bsmall,
ModSmCapB,u10784,1150.2623,1150.2623,,,,,,10784,Bsmallmod,
LtnCapBDotAbv,uni1E02,1150.371,1150.371,,,,,,1E02,Bdotaccent,
LtnCapBLineBlw,uni1E06,1150.45,1150.45,,,,,,1E06,Bmacronbelow,
LtnCapBDotBlw,uni1E04,1150.471,1150.471,,,,,,1E04,Bdotbelow,
LtnCapBBarredLowStem,uni0243,1150.72,1150.72,,,,,,0243,Bstroke,
ModCapBarredB,uni1D2F,1150.7223,1150.7223,,,,,,1D2F,BBarredmod,
LtnSmCapBarredB,uni1D03,1150.7226,1150.7226,,,,,,1D03,BbarredSmall,
LtnCapBHook,uni0181,1150.81,1150.81,,,,,,0181,Bhook,
LtnCapBLftMidHook,uniA796,1150.82,1150.82,,,,,,A796,BFlourish,
LtnCapTnSix,uni0184,1150.83,1150.83,,,,,,0184,Tonesix,
LtnCapBTopbar,uni0182,1150.84,1150.84,,,,,,0182,Btopbar,
LtnCapBHook.TopBar,uni0181.TopBar,1150.841,1150.841,cv13,cv13,,0181,0181,,Bhook.TopBar,
LtnCapBeta,uniA7B4,1153.1,1153.1,,,,,,A7B4,Beta-latin,
CyCapBe,uni0411,1160.1,1160.1,,,,,,0411,Be-cy,
CyCapSoftSgn,uni042C,1160.2,1160.2,,,,,,042C,Softsign-cy,
CyCapSemisoftSgn,uni048C,1160.3,1160.3,,,,,,048C,Semisoftsign-cy,
CyCapHardSgn,uni042A,1160.4,1160.4,,,,,,042A,Hardsign-cy,
CyCapYat,uni0462,1160.5,1160.5,,,,,,0462,Yat-cy,
CyCapYeru,uni042B,1160.6,1160.6,,,,,,042B,Yeru-cy,
CyCapYeruDiaer,uni04F8,1160.7,1160.7,,,,,,04F8,Yerudieresis-cy,
MathFrktCapB,u1D505,1170.1,1170.1,,,,,,1D505,B-fraktur,
BitcoinSgn,uni20BF,1180.1,1180.1,,,,,,20BF,bitcoin,
GrSmBeta,beta,1190.16,1190.16,,,,,,03B2,beta,
GrSubSmBeta,uni1D66,1190.21,1190.21,,,,,,1D66,betasubscript,
ModSmBeta,uni1D5D,1190.23,1190.23,,,,,,1D5D,betamod,
GrSmBeta.Serif,beta.Serif,1191.16,1191.16,cv14,,,03B2,,,beta.Serif,NotInUfo
GrSubSmBeta.Serif,uni1D66.Serif,1191.21,1191.21,cv14,,,1D66,,,betasubscript.Serif,NotInUfo
ModSmBeta.Serif,uni1D5D.Serif,1191.23,1191.23,cv14,,,1D5D,,,betamod.Serif,NotInUfo
LtnSmBeta,uniA7B5,1193.1,1193.1,,,,,,A7B5,beta-latin,
LtnCapSharpS,uni1E9E,1195.1,1195.1,,,,,,1E9E,Germandbls,
CySmEs,uni0441,1200.15,1200.15,,,,,,0441,es-cy,
SmRomNumOneHundred,uni217D,1200.191,1200.191,,,,,,217D,hundred-roman,
CySubSmEs,u1E05E,1200.21,1200.21,,,,,,1E05E,essubscript-cy,
ModSmC,uni1D9C,1200.23,1200.23,,,,,,1D9C,cmod,
ModCySmEs,u1E03F,1200.232,1200.232,,,,,,1E03F,esmod-cy,
CombLtnSmC,uni0368,1200.24,1200.24,,,,,,0368,ccomb,
LtnSmCAcute,cacute,1200.311,1200.311,,,,,,0107,cacute,
LtnSmCCircum,ccircumflex,1200.32,1200.32,,,,,,0109,ccircumflex,
LtnSmCCaron,ccaron,1200.334,1200.334,,,,,,010D,ccaron,
LtnSmCDotAbv,cdotaccent,1200.371,1200.371,,,,,,010B,cdotaccent,
LtnSmCCedillaAcute,uni1E09,1200.61311,1200.61311,,,,,,1E09,ccedillaacute,
CySmEsDesc,uni04AB,1200.62,1200.62,,,,,,04AB,esdescender-cy,
ModCySmEsDesc,u1E06B,1200.621,1200.621,,,,,,1E06B,esdescendermod-cy,
LtnSmCRetrHook,u1DF1D,1200.64,1200.64,,,,,,1DF1D,chookretroflex,
LtnSmCPalHook,uniA794,1200.65,1200.65,,,,,,A794,cPalatalhook,
LtnSmCBar,uniA793,1200.72,1200.72,,,,,,A793,cbar,
LtnSmCStrk,uni023C,1200.75,1200.75,,,,,,023C,cstroke,
LtnStretchedC,uni0297,1200.8,1200.8,,,,,,0297,cstretched,
LtnSmCHook,uni0188,1200.82,1200.82,,,,,,0188,chook,
LtnSmCCurl,uni0255,1200.91,1200.91,,,,,,0255,ccurl,
LtnSupSmCCurl,uni1D9D,1200.9122,1200.9122,,,,,,1D9D,ccurlmod,
LtnStretchedCCurl,u1DF0F,1200.918,1200.918,,,,,,1DF0F,cstretchedcurl,
CopSmEie,uni2C89,1205.1,1205.1,,,,,,2C89,eie-coptic,
LtnSmOpnO,uni0254,1210.1,1210.1,,,,,,0254,oopen,
LtnSmOpnO.TopSerif,uni0254.TopSerif,1210.2,1210.2,cv46,cv46,,0254,0254,,oopen.TopSerif,
LtnSupSmOpnO,uni1D53,1210.22,1210.22,,,,,,1D53,oOpenmod,
LtnSupSmOpnO.TopSerif,uni1D53.TopSerif,1210.221,1210.221,cv46,cv46,,1D53,1D53,,oOpenmod.TopSerif,
LtnSmOpnORetrHook,uni1D97,1210.64,1210.64,,,,,,1D97,oopenretroflexhook,
LtnSmOpnORetrHook.TopSerif,uni1D97.TopSerif,1210.641,1210.641,cv46,cv46,,1D97,1D97,,oopenretroflexhook.TopSerif,
LtnSmRevC,uni2184,1215.1,1215.1,,,,,,2184,creversed,
LtnSmRevCMiddleDot,uniA73F,1215.771,1215.771,,,,,,A73F,creverseddot,
LtnSmSdwysOpnO,uni1D12,1220.1,1220.1,,,,,,1D12,oSidewaysOpen,
CySmUkrainIe,uni0454,1240.1,1240.1,,,,,,0454,e-cy,
CySmE,uni044D,1240.2,1240.2,,,,,,044D,ereversed-cy,
ModCySmE,u1E048,1240.22,1240.22,,,,,,1E048,emod-cy,
CySmEDiaer,uni04ED,1240.236,1240.236,,,,,,04ED,edieresis-cy,
CySmE.MongolStyle,uni044D.MongolStyle,1240.3,1240.3,cv80,cv80,,044D,044D,,ereversed-cy.MongolStyle,
CyCapEs,uni0421,1250.15,1250.15,,,,,,0421,Es-cy,
RomNumOneHundred,uni216D,1250.19,1250.19,,,,,,216D,Hundred-roman,
ModCapC,C.sup,1250.23,1250.23,,,,,,A7F2,Cmod,SuffixMismatch
LtnSmCapC,uni1D04,1250.26,1250.26,,,,,,1D04,Csmall,
LtnCapCAcute,Cacute,1250.311,1250.311,,,,,,0106,Cacute,
LtnCapCCircum,Ccircumflex,1250.32,1250.32,,,,,,0108,Ccircumflex,
LtnCapCCaron,Ccaron,1250.334,1250.334,,,,,,010C,Ccaron,
LtnCapCDotAbv,Cdotaccent,1250.371,1250.371,,,,,,010A,Cdotaccent,
LtnCapCCedillaAcute,uni1E08,1250.61311,1250.61311,,,,,,1E08,Ccedillaacute,
CyCapEsDesc,uni04AA,1250.62,1250.62,,,,,,04AA,Esdescender-cy,
LtnCapCPalHook,uniA7C4,1250.65,1250.65,,,,,,A7C4,CPalatalhook,
LtnCapCBar,uniA792,1250.72,1250.72,,,,,,A792,Cbar,
LtnCapCStrk,uni023B,1250.75,1250.75,,,,,,023B,Cstroke,
LtnCapCHook,uni0187,1250.82,1250.82,,,,,,0187,Chook,
EuroSgn,Euro,1260.1,1260.1,,,,,,20AC,euro,
ColonSgn,colonmonetary,1261.1,1261.1,,,,,,20A1,colonsign,
EuroCurrSgn,uni20A0,1262.1,1262.1,,,,,,20A0,eurocurrency,
CruzeiroSgn,uni20A2,1263.1,1263.1,,,,,,20A2,cruzeiro,
CediSign,uni20B5,1264.1,1264.1,,,,,,20B5,cedi,
RomNumSixLate,uni2185,1265.19,1265.19,,,,,,2185,sixlateform-roman,
LtrBlackCapC,uni212D,1270.1,1270.1,,,,,,212D,C-fraktur,
CopCapEie,uni2C88,1275.1,1275.1,,,,,,2C88,Eie-coptic,
LtnCapOpnO,uni0186,1280.1,1280.1,,,,,,0186,Oopen,
LtnCapOpnO.TopSerif,uni0186.TopSerif,1280.121,1280.121,cv46,cv46,,0186,0186,,Oopen.TopSerif,
LtnSmCapOpnO,uni1D10,1280.26,1280.26,,,,,,1D10,OopenSmall,
LtnSmCapOpnO.TopSerif,uni1D10.TopSerif,1280.261,1280.261,cv46,cv46,,1D10,1D10,,OopenSmall.TopSerif,
RomNumRevOneHundred,uni2183,1285.1,1285.1,,,,,,2183,Onehundredreversed-roman,
LtnCapRevCMiddleDot,uniA73E,1285.771,1285.771,,,,,,A73E,Creverseddot,
CyCapUkrainIe,uni0404,1290.1,1290.1,,,,,,0404,E-cy,
CyCapE,uni042D,1295.1,1295.1,,,,,,042D,Ereversed-cy,
CyCapEDiaer,uni04EC,1295.36,1295.36,,,,,,04EC,Edieresis-cy,
CyCapE.MongolStyle,uni042D.MongolStyle,1295.95,1295.95,cv80,cv80,,042D,042D,,Ereversed-cy.MongolStyle,
CySmKomiDe,uni0501,1300.15,1300.15,,,,,,0501,komide-cy,
SmRomNumFiveHundred,uni217E,1300.19,1300.19,,,,,,217E,fivehundred-roman,
LtnSupSmD,uni1D48,1300.22,1300.22,,,,,,1D48,dmod,
CombLtnSmD,uni0369,1300.24,1300.24,,,,,,0369,dcomb,
LtnSmDCaron.Caron,dcaron.Caron,1300.334,1300.334,cv77,cv77,,010F,010F,,dcaron.Caron,
LtnSmDDotAbv,uni1E0B,1300.371,1300.371,,,,,,1E0B,ddotaccent,
LtnSmDCircumBlw,uni1E13,1300.42,1300.42,,,,,,1E13,dcircumflexbelow,
LtnSmDLineBlw,uni1E0F,1300.45,1300.45,,,,,,1E0F,dmacronbelow,
LtnSmDDotBlw,uni1E0D,1300.471,1300.471,,,,,,1E0D,ddotbelow,
LtnSmDCedilla,uni1E11,1300.473,1300.473,,,,,,1E11,dcedilla,
LtnSmDCaron,dcaron,1300.52,1300.52,,,,,,010F,dcaron,
LtnSmDPalHook,uni1D81,1300.65,1300.65,,,,,,1D81,dpalatalhook,
LtnSmDShortStrk,uniA7C8,1300.71,1300.71,,,,,,A7C8,dshortstrokeoverlay,
LtnSmDBarredStem,dcroat,1300.72,1300.72,,,,,,0111,dcroat,
LtnSmDBarredStem.BarBowl,dcroat.BarBowl,1300.721,1300.721,ss04,ss04,,0111,0111,,dcroat.BarBowl,
DongSgn,dong,1300.7245,1300.7245,,,,,,20AB,dong,
LtnSmDMiddleTilde,uni1D6D,1300.74,1300.74,,,,,,1D6D,dmiddletilde,
LtnSmDum,uniA771,1300.75,1300.75,,,,,,A771,dum,
LtnSmDHook,uni0257,1300.81,1300.81,,,,,,0257,dhook,
ModSmDHook,u1078C,1300.8123,1300.8123,,,,,,1078C,dhookmod,
LtnSmDHook.TopBar,uni0257.TopBar,1300.82,1300.82,cv17,cv17,,0257,0257,,dhook.TopBar,
LtnSmDTail,uni0256,1300.86,1300.86,,,,,,0256,dtail,
ModSmDTail,u1078B,1300.8623,1300.8623,,,,,,1078B,dtailmod,
LtnSmDTailHook,uni1D91,1300.87,1300.87,,,,,,1D91,dhookandtail,
ModSmDTailHook,u1078D,1300.8723,1300.8723,,,,,,1078D,dhookandtailmod,
LtnSmDMidLftHook,u1DF25,1300.88,1300.88,,,,,,1DF25,dleftmidhook,
LtnSmDCurl,uni0221,1300.91,1300.91,,,,,,0221,dcurl,
LtnSmDTopbar,uni018C,1309.1,1309.1,,,,,,018C,dtopbar,
LtnSmDBDigraph,uni0238,1310.1,1310.1,,,,,,0238,dbdigraph,
LtnSmDz,uni01F3,1311.1,1311.1,,,,,,01F3,dz,
LtnSmDzCaron,uni01C6,1311.334,1311.334,,,,,,01C6,dzcaron,
LtnSmDzDigraph,uni02A3,1312.1,1312.1,,,,,,02A3,dzaltone,
ModSmDzDigraph,u10787,1312.23,1312.23,,,,,,10787,dzaltonemod,
LtnSmDzRetrHook,uniAB66,1312.64,1312.64,,,,,,AB66,dzretroflexhook,
ModSmDzRetrHook,u10788,1312.6423,1312.6423,,,,,,10788,dzretroflexhookmod,
LtnSmDzDigraphCurl,uni02A5,1312.91,1312.91,,,,,,02A5,dzcurl,
ModSmDzDigraphCurl,u10789,1312.9123,1312.9123,,,,,,10789,dzcurlmod,
LtnSmDezhDigraph,uni02A4,1314.1,1314.1,,,,,,02A4,dezh,
ModSmDezhDigraph,u1078A,1314.23,1314.23,,,,,,1078A,dezhmod,
LtnSmDezhDigraphRetrHook,u1DF19,1314.64,1314.64,,,,,,1DF19,dezhhookretroflex,
LtnSmDezhDigraphPalHook,u1DF12,1314.65,1314.65,,,,,,1DF12,dezhpalatalhook,
CySmKomiDje,uni0503,1320.2,1320.2,,,,,,0503,komidje-cy,
LtnSmDelta,uni1E9F,1331.1,1331.1,,,,,,1E9F,delta-latin,
GrSmDelta,delta,1331.16,1331.16,,,,,,03B4,delta,
ModSmDelta,uni1D5F,1331.23,1331.23,,,,,,1D5F,deltamod,
LtnSmEth,eth,1340.1,1340.1,,,,,,00F0,eth,
ModSmEth,uni1D9E,1340.23,1340.23,,,,,,1D9E,ethmod,
RomNumFiveHundred,uni216E,1350.19,1350.19,,,,,,216E,Fivehundred-roman,
ModCapD,uni1D30,1350.23,1350.23,,,,,,1D30,Dmod,
LtnSmCapD,uni1D05,1350.26,1350.26,,,,,,1D05,Dsmall,
LtnCapDCaron,Dcaron,1350.334,1350.334,,,,,,010E,Dcaron,
